DR NUMBER,DATE REPORTED,DATE OCCURRED,TIME OCCURRED,AREA ID,AREA NAME,REPORTING DISTRICT,CRIME CODE,CRIME CODE DESCRIPTION,MO CODES,VICTIM AGE,VICTIM SEX,VICTIM DESCENT,PREMISE CODE,PREMISE DESCRIPTION,WEAPON USED CODE,WEAPON DESCRIPTION,STATUS CODE,STATUS DESCRIPTION,CRIME CODE 1,CRIME CODE 2,CRIME CODE 3,CRIME CODE 4,ADDRESS,CROSS STREET,LOCATION ,LATITUDE,LONGITUDE,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center
161320502,10/03/2016,10/03/2016,2000,13,Newton,1309,888,TRESPASSING,1218,15,M,H,128,BUS STOP OR LAYOVER,,,IC,Invest Cont,888,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
160101339,10/16/2016,10/16/2016,0120,01,Central,0159,220,ATTEMPTED ROBBERY,1218 2004 0416,54,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,220,,,,CONWAY,MATEO,"(34.0366, -118.2325)",34.0366, -118.2325,POINT (-118.2325 34.0366),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
161321545,10/21/2016,10/17/2016,1500,13,Newton,1307,210,ROBBERY,1218 0371 0444 0344,35,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,ALAMEDA,"(34.035, -118.2386)",34.035, -118.2386,POINT (-118.2386 34.035),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
161323579,11/26/2016,11/26/2016,0600,13,Newton,1309,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2000 0913 1814 0416 1218 2004 1240,31,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,BAY                          ST,ALAMEDA,"(34.0315, -118.2366)",34.0315, -118.2366,POINT (-118.2366 34.0315),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
160130163,12/26/2016,12/26/2016,2215,01,Central,0159,761,BRANDISH WEAPON,0334 0421 1218,44,M,W,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,930,,,7TH                          ST,DECATUR,"(34.0348, -118.235)",34.0348, -118.235,POINT (-118.235 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170126835,10/12/2017,01/01/2017,1200,01,Central,0139,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,1218 2004 0519,36,F,B,102,SIDEWALK,,,IC,Invest Cont,821,,,,1ST                          ST,ALAMEDA,"(34.049, -118.2381)",34.049, -118.2381,POINT (-118.2381 34.049),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171306155,02/04/2017,02/04/2017,0200,13,Newton,1309,860,BATTERY WITH SEXUAL CONTACT,1202 1218 0448 0522 0416 1206 0551,63,F,B,158,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,ALAMEDA,CENTRAL                      AV,"(34.0241, -118.232)",34.0241, -118.232,POINT (-118.232 34.0241),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171306559,02/11/2017,02/08/2017,0600,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,47,F,W,214,BUS DEPOT,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170107185,02/20/2017,02/20/2017,1225,01,Central,0159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1218 0429 0305 0400,48,M,W,710,OTHER PREMISE,212,BOTTLE,AA,Adult Arrest,230,,,,500 S  ALAMEDA                      ST,,"(34.0414, -118.2382)",34.0414, -118.2382,POINT (-118.2382 34.0414),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171309516,04/01/2017,04/01/2017,0400,13,Newton,1309,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0431 0416,37,M,H,101,STREET,503,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,230,,,,8TH                          ST,ALAMEDA,"(34.0297, -118.2367)",34.0297, -118.2367,POINT (-118.2367 34.0297),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170110321,04/02/2017,04/02/2017,1440,01,Central,0159,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2000 1813 1814 0408 0416 0446,26,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,INDUSTRIAL,MILL,"(34.0359, -118.2344)",34.0359, -118.2344,POINT (-118.2344 34.0359),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170111515,04/15/2017,04/15/2017,0001,01,Central,0127,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1218 0344,53,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,ALAMEDA,ALISO,"(34.0538, -118.2379)",34.0538, -118.2379,POINT (-118.2379 34.0538),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171310963,04/25/2017,04/22/2017,0800,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1218,28,F,O,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171310964,04/25/2017,04/24/2017,0600,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1218,28,F,O,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171311180,04/26/2017,04/26/2017,2215,13,Newton,1317,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 1206 0419 1243 0444 2004 2000 0421 0913 1402,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,236,998,,,20TH                         ST,MCGARRY,"(34.018, -118.2396)",34.018, -118.2396,POINT (-118.2396 34.018),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170112838,04/28/2017,04/28/2017,1300,01,Central,0159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 0411 0429,61,M,B,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,6TH,SAN JULIAN,"(34.0387, -118.2335)",34.0387, -118.2335,POINT (-118.2335 34.0387),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170114159,05/13/2017,05/13/2017,2115,01,Central,0159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0416 0305 0429 0202,41,M,B,210,RESTAURANT/FAST FOOD,308,STICK,IC,Invest Cont,230,,,,7TH                          ST,ALAMEDA                      ST,"(34.035, -118.2386)",34.035, -118.2386,POINT (-118.2386 34.035),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171314117,06/08/2017,06/08/2017,2100,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,63,F,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,ALAMEDA,7TH                          ST,"(34.035, -118.2386)",34.035, -118.2386,POINT (-118.2386 34.035),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170117295,06/18/2017,06/17/2017,1620,01,Central,0159,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1218 1813 0340 0448 0416 2004,41,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7TH,CENTRAL,"(34.0387, -118.2335)",34.0387, -118.2335,POINT (-118.2335 34.0387),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171315663,07/04/2017,07/03/2017,2355,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1218 0344,67,F,W,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171316159,07/11/2017,07/11/2017,2230,13,Newton,1309,761,BRANDISH WEAPON,0334 0408 0319 0421 1218 0448,30,M,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,930,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)",34.0348, -118.2362,POINT (-118.2362 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171316304,07/13/2017,07/13/2017,1820,13,Newton,1309,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1218 0416,31,F,B,103,ALLEY,309,BOARD,IC,Invest Cont,230,,,,7TH                          ST,WILSON,"(34.0347, -118.2339)",34.0347, -118.2339,POINT (-118.2339 34.0347),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
170121448,08/05/2017,08/05/2017,0730,01,Central,0159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0448 0411 1218 2004,53,M,B,152,UNDERPASS/BRIDGE*,207,OTHER KNIFE,IC,Invest Cont,230,,,,7TH,DECATUR,"(34.0348, -118.235)",34.0348, -118.235,POINT (-118.235 34.0348),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
171318932,08/23/2017,08/22/2017,2300,13,Newton,1307,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344 1218,76,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,7TH                          ST,ALAMEDA,"(34.035, -118.2386)",34.035, -118.2386,POINT (-118.2386 34.035),671,206031,06037206031,2060.31,673,50940943.6768,37018.0805702,6491192.0,1833993.0
160120363,08/03/2016,08/02/2016,2130,01,Central,0112,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1218 2004 0421,44,M,W,101,STREET,,,IC,Invest Cont,930,,,,MAIN                         ST,ARCADIA,"(34.057, -118.2437)",34.057, -118.2437,POINT (-118.2437 34.057),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160120585,08/05/2016,08/05/2016,2330,01,Central,0123,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218 2004,38,F,W,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,HILL                         ST,TEMPLE,"(34.0565, -118.2445)",34.0565, -118.2445,POINT (-118.2445 34.0565),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160101186,08/24/2016,08/24/2016,2130,01,Central,0112,626,INTIMATE PARTNER - SIMPLE ASSAULT,1243 1813 1814 2000 0416 2004 1218,32,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,TEMPLE                       ST,FIGUEROA                     ST,"(34.0598, -118.2485)",34.0598, -118.2485,POINT (-118.2485 34.0598),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160124053,09/23/2016,09/23/2016,1730,01,Central,0127,624,BATTERY - SIMPLE ASSAULT,1218,30,M,H,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)",34.0515, -118.2424,POINT (-118.2424 34.0515),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160127175,11/13/2016,11/13/2016,0030,01,Central,0122,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416,58,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,100 N  GRAND                        AV,,"(34.0557, -118.2488)",34.0557, -118.2488,POINT (-118.2488 34.0557),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160129664,12/18/2016,12/17/2016,1530,01,Central,0123,624,BATTERY - SIMPLE ASSAULT,1218 0305 0429 0444 0416 0417 1206,49,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SPRING,TEMPLE                       ST,"(34.0549, -118.2426)",34.0549, -118.2426,POINT (-118.2426 34.0549),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170104766,01/13/2017,01/13/2017,1100,01,Central,0127,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 1218,37,M,H,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)",34.0515, -118.2424,POINT (-118.2424 34.0515),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170107990,03/02/2017,03/02/2017,1350,01,Central,0122,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0416,33,M,B,101,STREET,304,CLUB/BAT,AA,Adult Arrest,230,,,,FIGUEROA,TEMPLE,"(34.06, -118.2486)",34.06, -118.2486,POINT (-118.2486 34.06),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170110892,04/08/2017,04/08/2017,0001,01,Central,0132,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,84,M,A,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,1ST                          ST,HILL                         ST,"(34.0544, -118.2466)",34.0544, -118.2466,POINT (-118.2466 34.0544),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170111391,04/13/2017,04/13/2017,1830,01,Central,0135,480,BIKE - STOLEN,1218 0344,57,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,200 S  SPRING                       ST,,"(34.0517, -118.2456)",34.0517, -118.2456,POINT (-118.2456 34.0517),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170113866,05/10/2017,05/09/2017,1800,01,Central,0127,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 1218,44,F,H,101,STREET,,,IC,Invest Cont,442,,,,200 N  LOS ANGELES                  ST,,"(34.0525, -118.2416)",34.0525, -118.2416,POINT (-118.2416 34.0525),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170113874,05/10/2017,05/09/2017,0500,01,Central,0123,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,53,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,1ST,HILL,"(34.0544, -118.2466)",34.0544, -118.2466,POINT (-118.2466 34.0544),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170114453,05/17/2017,05/17/2017,1230,01,Central,0127,624,BATTERY - SIMPLE ASSAULT,1218 0416,51,M,B,726,POLICE FACILITY,,,AO,Adult Other,624,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)",34.0515, -118.2424,POINT (-118.2424 34.0515),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170115086,05/24/2017,05/24/2017,0845,01,Central,0128,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,34,F,B,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,440,,,,100 S  LOS ANGELES                  ST,,"(34.0515, -118.2424)",34.0515, -118.2424,POINT (-118.2424 34.0515),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170116629,06/11/2017,06/11/2017,1100,01,Central,0127,850,INDECENT EXPOSURE,1218 0529 0528,46,F,W,102,SIDEWALK,,,IC,Invest Cont,850,,,,JUDGE JOHN A,TEMPLE,"(34.0527, -118.2398)",34.0527, -118.2398,POINT (-118.2398 34.0527),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170119027,07/06/2017,07/05/2017,2300,01,Central,0123,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,64,M,W,129,TERMINAL,,,IC,Invest Cont,440,,,,1ST                          ST,HILL,"(34.0544, -118.2466)",34.0544, -118.2466,POINT (-118.2466 34.0544),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170119699,07/14/2017,07/14/2017,0930,01,Central,0122,624,BATTERY - SIMPLE ASSAULT,0416 1218,32,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA,TEMPLE,"(34.06, -118.2486)",34.06, -118.2486,POINT (-118.2486 34.06),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170120010,07/18/2017,07/18/2017,1930,01,Central,0124,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,61,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,1ST,LOS ANGELES,"(34.0515, -118.2424)",34.0515, -118.2424,POINT (-118.2424 34.0515),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170122701,08/20/2017,08/20/2017,0530,01,Central,0135,330,BURGLARY FROM VEHICLE,1307 0344 0329 1218,47,F,W,101,STREET,,,IC,Invest Cont,330,,,,2ND,MAIN,"(34.0514, -118.2451)",34.0514, -118.2451,POINT (-118.2451 34.0514),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170123329,08/28/2017,08/24/2017,1155,01,Central,0124,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,72,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,1ST,MAIN,"(34.0522, -118.2434)",34.0522, -118.2434,POINT (-118.2434 34.0522),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170123297,08/27/2017,08/27/2017,0500,01,Central,0124,210,ROBBERY,1218 0416 0344 0429,54,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1ST,MAIN,"(34.0522, -118.2434)",34.0522, -118.2434,POINT (-118.2434 34.0522),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
170123342,08/28/2017,08/28/2017,0200,01,Central,0124,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2034,36,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,1ST,MAIN,"(34.0522, -118.2434)",34.0522, -118.2434,POINT (-118.2434 34.0522),690,207400,06037207400,2074.00,692,9358163.28516,15170.8706345,6487278.0,1842770.0
160200815,08/03/2016,08/02/2016,2335,02,Rampart,0265,210,ROBBERY,1402 0908 0334 1218 0304 0337,21,M,H,109,PARK/PLAYGROUND,204,FOLDING KNIFE,AA,Adult Arrest,210,998,,,800 S  BONNIE BRAE                  ST,,"(34.0547, -118.2772)",34.0547, -118.2772,POINT (-118.2772 34.0547),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
160215170,08/08/2016,08/08/2016,0030,02,Rampart,0265,210,ROBBERY,1218 0312 0334 0337 0345 0355,36,M,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,8TH                          ST,ALVARADO,"(34.0549, -118.2778)",34.0549, -118.2778,POINT (-118.2778 34.0549),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
160220909,11/26/2016,11/26/2016,0230,02,Rampart,0265,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0305 0444 0429,49,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,7TH,WESTLAKE,"(34.0559, -118.2756)",34.0559, -118.2756,POINT (-118.2756 34.0559),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
160221166,11/30/2016,11/30/2016,2010,02,Rampart,0265,210,ROBBERY,0342 0432 2004 0337 0416 0370 0446 0411 1218,50,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,W  8TH                          ST,ALVARADO                     ST,"(34.0549, -118.2778)",34.0549, -118.2778,POINT (-118.2778 34.0549),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170207060,03/02/2017,03/02/2017,1700,02,Rampart,0265,350,"THEFT, PERSON",1206 2002 1208 1218 0344 0416,43,M,H,101,STREET,,,IC,Invest Cont,350,,,,JAMES M WOOD,ALVARADO,"(34.0534, -118.2788)",34.0534, -118.2788,POINT (-118.2788 34.0534),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170209572,04/23/2017,04/23/2017,1435,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1218 0416 0432 0342 0305,26,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,ALVARADO                     ST,"(34.0549, -118.2778)",34.0549, -118.2778,POINT (-118.2778 34.0549),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170211684,06/03/2017,06/03/2017,1750,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,0416 2005 1218,37,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,ALVARADO                     ST,"(34.0547, -118.2772)",34.0547, -118.2772,POINT (-118.2772 34.0547),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170213356,07/06/2017,07/05/2017,0240,02,Rampart,0265,220,ATTEMPTED ROBBERY,0334 0355 0411 1218,47,M,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,220,,,,8TH,ALVARADO,"(34.0549, -118.2778)",34.0549, -118.2778,POINT (-118.2778 34.0549),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170215336,08/11/2017,08/11/2017,2115,02,Rampart,0265,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0216 0342 0305 0411 1402 0907 1218,40,M,B,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,998,,,8TH,WESTLAKE,"(34.0544, -118.2767)",34.0544, -118.2767,POINT (-118.2767 34.0544),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170215641,08/17/2017,08/16/2017,1600,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1258 0416 1218 1817 0910,22,F,B,904,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)",34.0559, -118.2756,POINT (-118.2756 34.0559),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170215827,08/20/2017,08/20/2017,2000,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1218 2004 0416,53,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ALVARADO,WESTLAKE,"(34.0547, -118.2772)",34.0547, -118.2772,POINT (-118.2772 34.0547),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
170216118,08/25/2017,08/25/2017,0530,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,0416 2004 1218,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,BURLINGTON,"(34.0547, -118.2772)",34.0547, -118.2772,POINT (-118.2772 34.0547),900,209402,06037209402,2094.02,902,1466391.69629,4849.90701938,6477696.0,1842390.0
160318240,08/02/2016,08/02/2016,1530,03,Southwest,0399,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2000 1813 1814 0356 0329,59,F,B,101,STREET,,,IC,Invest Cont,626,,,,42ND                         ST,FIGUEROA                     ST,"(34.0074, -118.2827)",34.0074, -118.2827,POINT (-118.2827 34.0074),818,231720,06037231720,2317.20,820,5083179.12988,9121.12455476,6475572.0,1825214.0
160327495,12/19/2016,12/19/2016,0245,03,Southwest,0399,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1822 1309 1218 1313,39,F,B,101,STREET,205,KITCHEN KNIFE,IC,Invest Cont,230,,,,43RD                         ST,FLOWER                       ST,"(34.0056, -118.2816)",34.0056, -118.2816,POINT (-118.2816 34.0056),818,231720,06037231720,2317.20,820,5083179.12988,9121.12455476,6475572.0,1825214.0
170308208,03/05/2017,03/05/2017,2115,03,Southwest,0398,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 0416 0334 0411 0417 0429 1822 1218 1402 0406,45,F,B,202,LIQUOR STORE,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,4100 S  FIGUEROA                     ST,,"(34.0074, -118.285)",34.0074, -118.285,POINT (-118.285 34.0074),818,231720,06037231720,2317.20,820,5083179.12988,9121.12455476,6475572.0,1825214.0
170315925,06/27/2017,06/27/2017,2313,03,Southwest,0398,624,BATTERY - SIMPLE ASSAULT,0913 0416 1218,68,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,41ST                         ST,FIGUEROA                     ST,"(34.0096, -118.2827)",34.0096, -118.2827,POINT (-118.2827 34.0096),818,231720,06037231720,2317.20,820,5083179.12988,9121.12455476,6475572.0,1825214.0
170318397,08/02/2017,08/02/2017,2145,03,Southwest,0399,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0342 1822 1218,44,M,B,102,SIDEWALK,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230,,,,43RD                         ST,FLOWER,"(34.0056, -118.2816)",34.0056, -118.2816,POINT (-118.2816 34.0056),818,231720,06037231720,2317.20,820,5083179.12988,9121.12455476,6475572.0,1825214.0
