DATE OCCURRED,Year,Quarter,Month,Week,Day,TIME OCCURRED,CRIME CODE,CRIME CODE DESCRIPTION,VICTIM AGE,VICTIM SEX,PREMISE CODE,PREMISE DESCRIPTION,WEAPON USED CODE,WEAPON DESCRIPTION,LATITUDE,LONGITUDE,CT10
8/3/2016,2016,3,8,32,4,1200,210,ROBBERY,57,M,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.379,125200
8/19/2016,2016,3,8,34,6,1445,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,736,SKATEBOARD FACILITY/SKATEBOARD PARK*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1681,-118.379,125200
8/26/2016,2016,3,8,35,6,1045,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",28,F,109,PARK/PLAYGROUND,,,34.1681,-118.379,125200
11/29/2016,2016,4,11,49,3,2300,440,THEFT PLAIN - PETTY ($950 & UNDER),25,F,401,MINI-MART,,,34.1649,-118.379,125200
1/9/2017,2017,1,1,2,2,2115,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1629,-118.3848,125200
1/31/2017,2017,1,1,5,3,2310,903,CONTEMPT OF COURT,52,F,101,STREET,,,34.1687,-118.3834,125200
1/31/2017,2017,1,1,5,3,2310,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),52,F,122,"VEHICLE, PASSENGER/TRUCK",,,34.1687,-118.3834,125200
2/9/2017,2017,1,2,6,5,1200,624,BATTERY - SIMPLE ASSAULT,51,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1687,-118.3834,125200
2/10/2017,2017,1,2,6,6,1900,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.3825,125200
2/16/2017,2017,1,2,7,5,100,624,BATTERY - SIMPLE ASSAULT,62,M,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1681,-118.379,125200
3/10/2017,2017,1,3,10,6,250,440,THEFT PLAIN - PETTY ($950 & UNDER),23,M,101,STREET,,,34.1649,-118.379,125200
3/26/2017,2017,1,3,13,1,1630,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,F,109,PARK/PLAYGROUND,511,VERBAL THREAT,34.1649,-118.379,125200
4/12/2017,2017,2,4,15,4,1710,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.379,125200
4/21/2017,2017,2,4,16,6,2020,210,ROBBERY,25,M,109,PARK/PLAYGROUND,223,UNKNOWN TYPE CUTTING INSTRUMENT,34.1649,-118.379,125200
5/1/2017,2017,2,5,18,2,1430,624,BATTERY - SIMPLE ASSAULT,51,M,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1673,-118.3816,125200
5/14/2017,2017,2,5,20,1,2100,624,BATTERY - SIMPLE ASSAULT,33,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.379,125200
5/15/2017,2017,2,5,20,2,230,220,ATTEMPTED ROBBERY,51,M,102,SIDEWALK,113,SIMULATED GUN,34.1649,-118.379,125200
6/20/2017,2017,2,6,25,3,215,624,BATTERY - SIMPLE ASSAULT,22,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1713,-118.3834,125200
6/26/2017,2017,2,6,26,2,1825,624,BATTERY - SIMPLE ASSAULT,38,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.379,125200
7/6/2017,2017,3,7,27,5,1930,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.379,125200
7/14/2017,2017,3,7,28,6,30,440,THEFT PLAIN - PETTY ($950 & UNDER),36,F,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,34.1649,-118.379,125200
8/3/2016,2016,3,8,32,4,2302,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,104,DRIVEWAY,101,REVOLVER,33.951,-118.2396,242200
2/5/2017,2017,1,2,6,1,2035,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,F,101,STREET,102,HAND GUN,33.9506,-118.2363,242200
6/27/2017,2017,2,6,26,3,2240,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,121,YARD (RESIDENTIAL/BUSINESS),200,KNIFE WITH BLADE 6INCHES OR LESS,33.9515,-118.2419,242200
8/4/2016,2016,3,8,32,5,1800,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,24,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0563,-118.2374,206020
8/5/2016,2016,3,8,32,6,1905,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,102,SIDEWALK,219,SCREWDRIVER,34.0544,-118.2378,206020
8/9/2016,2016,3,8,33,3,500,121,"RAPE, FORCIBLE",,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0563,-118.2374,206020
8/10/2016,2016,3,8,33,4,5,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0566,-118.2319,206020
12/4/2016,2016,4,12,50,1,1,121,"RAPE, FORCIBLE",,F,710,OTHER PREMISE,,,34.0563,-118.2374,206020
1/31/2017,2017,1,1,5,3,130,210,ROBBERY,50,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0563,-118.2374,206020
4/1/2017,2017,2,4,13,7,540,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,101,STREET,312,PIPE/METAL PIPE,34.0563,-118.2374,206020
6/26/2017,2017,2,6,26,2,1930,624,BATTERY - SIMPLE ASSAULT,29,F,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.0563,-118.2374,206020
7/25/2017,2017,3,7,30,3,1135,440,THEFT PLAIN - PETTY ($950 & UNDER),61,F,102,SIDEWALK,,,34.0563,-118.2374,206020
8/5/2017,2017,3,8,31,7,300,440,THEFT PLAIN - PETTY ($950 & UNDER),48,F,834,,,,34.0563,-118.2374,206020
8/4/2016,2016,3,8,32,5,1800,210,ROBBERY,62,M,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2246,-118.571,113401
12/2/2016,2016,4,12,49,6,1548,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,101,STREET,102,HAND GUN,34.232,-118.5623,113401
3/31/2017,2017,1,3,13,6,2230,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2299,-118.5536,113401
7/4/2017,2017,3,7,27,3,1330,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,108,PARKING LOT,304,CLUB/BAT,34.2312,-118.5632,113401
7/24/2017,2017,3,7,30,2,1117,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,102,SIDEWALK,306,ROCK/THROWN OBJECT,34.2282,-118.5536,113401
8/28/2017,2017,3,8,35,2,520,210,ROBBERY,44,M,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.2303,-118.5645,113401
8/5/2016,2016,3,8,32,6,900,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0685,-118.246,197700
10/9/2016,2016,4,10,42,1,2300,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,23,F,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0652,-118.2492,197700
3/7/2017,2017,1,3,10,3,1310,624,BATTERY - SIMPLE ASSAULT,50,F,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0652,-118.2492,197700
6/16/2017,2017,2,6,24,6,200,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0641,-118.248,197700
8/5/2016,2016,3,8,32,6,215,624,BATTERY - SIMPLE ASSAULT,32,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1802,-118.4444,128601
8/16/2016,2016,3,8,34,3,2335,440,THEFT PLAIN - PETTY ($950 & UNDER),38,F,101,STREET,,,34.1802,-118.44,128601
9/7/2016,2016,3,9,37,4,1545,624,BATTERY - SIMPLE ASSAULT,59,M,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1767,-118.4465,128601
10/13/2016,2016,4,10,42,5,140,210,ROBBERY,35,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1802,-118.44,128601
10/13/2016,2016,4,10,42,5,2200,624,BATTERY - SIMPLE ASSAULT,35,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1802,-118.4444,128601
11/18/2016,2016,4,11,47,6,425,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,34.1802,-118.4487,128601
12/21/2016,2016,4,12,52,4,2230,624,BATTERY - SIMPLE ASSAULT,36,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1802,-118.4444,128601
8/5/2016,2016,3,8,32,6,2300,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1757,-118.4846,980024
9/24/2016,2016,3,9,39,7,1620,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,F,109,PARK/PLAYGROUND,304,CLUB/BAT,34.1852,-118.4837,980024
3/20/2017,2017,1,3,12,2,630,624,BATTERY - SIMPLE ASSAULT,30,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1866,-118.5011,980024
3/21/2017,2017,1,3,12,3,630,440,THEFT PLAIN - PETTY ($950 & UNDER),50,F,109,PARK/PLAYGROUND,,,34.184,-118.5011,980024
4/12/2017,2017,2,4,15,4,1700,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,52,F,109,PARK/PLAYGROUND,511,VERBAL THREAT,34.1814,-118.4836,980024
8/5/2016,2016,3,8,32,6,930,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2246,-118.5951,113234
8/6/2016,2016,3,8,32,7,1415,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7798,-118.2656,294820
4/7/2017,2017,2,4,14,6,800,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,33.7799,-118.2637,294820
8/6/2016,2016,3,8,32,7,1755,625,OTHER ASSAULT,25,F,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9619,-118.2739,239702
11/15/2016,2016,4,11,47,3,1900,624,BATTERY - SIMPLE ASSAULT,19,M,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.964,-118.2739,239702
11/15/2016,2016,4,11,47,3,1538,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,102,SIDEWALK,212,BOTTLE,33.9601,-118.2782,239702
1/12/2017,2017,1,1,2,5,200,210,ROBBERY,56,F,301,GAS STATION,102,HAND GUN,33.964,-118.2739,239702
2/10/2017,2017,1,2,6,6,2020,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,33.9601,-118.2739,239702
4/22/2017,2017,2,4,16,7,2130,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9601,-118.2739,239702
6/1/2017,2017,2,6,22,5,730,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,101,STREET,204,FOLDING KNIFE,33.9601,-118.2782,239702
6/12/2017,2017,2,6,24,2,2000,624,BATTERY - SIMPLE ASSAULT,46,F,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.964,-118.2739,239702
7/3/2017,2017,3,7,27,2,1100,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9619,-118.2739,239702
7/16/2017,2017,3,7,29,1,900,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.961,-118.2739,239702
7/31/2017,2017,3,7,31,2,1145,624,BATTERY - SIMPLE ASSAULT,32,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9609,-118.2739,239702
8/7/2016,2016,3,8,33,1,1910,820,ORAL COPULATION,57,F,516,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0363,-118.2677,224010
9/2/2016,2016,3,9,36,6,1005,210,ROBBERY,44,M,101,STREET,102,HAND GUN,34.0349,-118.263,224010
9/19/2016,2016,3,9,39,2,2130,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,101,STREET,207,OTHER KNIFE,34.0321,-118.2599,224010
2/10/2017,2017,1,2,6,6,1626,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,102,SIDEWALK,207,OTHER KNIFE,34.0363,-118.2672,224010
2/11/2017,2017,1,2,6,7,1640,220,ATTEMPTED ROBBERY,38,M,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,34.0363,-118.2672,224010
2/27/2017,2017,1,2,9,2,1645,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,F,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0363,-118.2672,224010
2/28/2017,2017,1,2,9,3,1533,110,CRIMINAL HOMICIDE,59,M,102,SIDEWALK,102,HAND GUN,34.0398,-118.2726,224010
4/1/2017,2017,2,4,13,7,1230,624,BATTERY - SIMPLE ASSAULT,34,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,34.0363,-118.2677,224010
6/13/2017,2017,2,6,24,3,1235,624,BATTERY - SIMPLE ASSAULT,54,M,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,34.0388,-118.2717,224010
7/12/2017,2017,3,7,28,4,1525,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,F,101,STREET,308,STICK,34.0321,-118.2599,224010
8/7/2016,2016,3,8,33,1,1830,624,BATTERY - SIMPLE ASSAULT,46,M,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0462,-118.2585,207710
8/19/2016,2016,3,8,34,6,1400,440,THEFT PLAIN - PETTY ($950 & UNDER),26,F,738,LIBRARY,,,34.0502,-118.254,207710
8/25/2016,2016,3,8,35,5,1800,624,BATTERY - SIMPLE ASSAULT,53,F,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.254,207710
8/31/2016,2016,3,8,36,4,1045,210,ROBBERY,49,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2556,207710
9/4/2016,2016,3,9,37,1,930,440,THEFT PLAIN - PETTY ($950 & UNDER),59,M,102,SIDEWALK,,,34.0474,-118.2531,207710
9/6/2016,2016,3,9,37,3,1400,624,BATTERY - SIMPLE ASSAULT,56,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0479,-118.2612,207710
9/26/2016,2016,3,9,40,2,1956,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.0407,-118.268,207710
9/27/2016,2016,3,9,40,3,30,210,ROBBERY,22,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2556,207710
9/27/2016,2016,3,9,40,3,400,624,BATTERY - SIMPLE ASSAULT,22,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2556,207710
9/28/2016,2016,3,9,40,4,250,624,BATTERY - SIMPLE ASSAULT,79,M,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.0459,-118.2545,207710
9/30/2016,2016,3,9,40,6,2200,440,THEFT PLAIN - PETTY ($950 & UNDER),50,F,101,STREET,,,34.0481,-118.2542,207710
10/15/2016,2016,4,10,42,7,1,440,THEFT PLAIN - PETTY ($950 & UNDER),26,M,203,OTHER BUSINESS,,,34.0473,-118.2566,207710
10/16/2016,2016,4,10,43,1,700,624,BATTERY - SIMPLE ASSAULT,50,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0491,-118.2558,207710
10/30/2016,2016,4,10,45,1,330,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,102,SIDEWALK,207,OTHER KNIFE,34.0467,-118.2556,207710
10/30/2016,2016,4,10,45,1,1200,440,THEFT PLAIN - PETTY ($950 & UNDER),34,M,738,LIBRARY,,,34.0502,-118.254,207710
10/31/2016,2016,4,10,45,2,1715,850,INDECENT EXPOSURE,45,F,738,LIBRARY,,,34.0502,-118.254,207710
11/14/2016,2016,4,11,47,2,100,860,BATTERY WITH SEXUAL CONTACT,30,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0491,-118.2558,207710
12/3/2016,2016,4,12,49,7,1635,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,109,PARK/PLAYGROUND,512,MACE/PEPPER SPRAY,34.0495,-118.2529,207710
12/3/2016,2016,4,12,49,7,1635,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,F,109,PARK/PLAYGROUND,512,MACE/PEPPER SPRAY,34.0495,-118.2529,207710
12/21/2016,2016,4,12,52,4,2355,210,ROBBERY,36,M,102,SIDEWALK,308,STICK,34.0473,-118.2601,207710
12/28/2016,2016,4,12,53,4,1220,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),27,F,404,DEPARTMENT STORE,,,34.048,-118.2577,207710
1/29/2017,2017,1,1,5,1,2035,761,BRANDISH WEAPON,58,M,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,34.0487,-118.2588,207710
2/5/2017,2017,1,2,6,1,1330,480,BIKE - STOLEN,53,M,402,MARKET,,,34.0462,-118.2585,207710
2/26/2017,2017,1,2,9,1,1800,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.048,-118.2577,207710
3/9/2017,2017,1,3,10,5,1837,440,THEFT PLAIN - PETTY ($950 & UNDER),43,M,102,SIDEWALK,,,34.0451,-118.27,207710
3/19/2017,2017,1,3,12,1,245,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.048,-118.2577,207710
3/29/2017,2017,1,3,13,4,200,350,"THEFT, PERSON",16,M,101,STREET,,,34.048,-118.2577,207710
3/31/2017,2017,1,3,13,6,1200,440,THEFT PLAIN - PETTY ($950 & UNDER),58,M,101,STREET,,,34.0502,-118.254,207710
4/2/2017,2017,2,4,14,1,110,626,INTIMATE PARTNER - SIMPLE ASSAULT,53,F,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0463,-118.255,207710
4/26/2017,2017,2,4,17,4,1845,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,32,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.254,207710
4/30/2017,2017,2,4,18,1,610,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,34.0463,-118.255,207710
5/1/2017,2017,2,5,18,2,1200,440,THEFT PLAIN - PETTY ($950 & UNDER),34,M,101,STREET,,,34.0487,-118.2588,207710
5/28/2017,2017,2,5,22,1,435,210,ROBBERY,41,F,101,STREET,,,34.048,-118.2577,207710
6/2/2017,2017,2,6,22,6,2100,440,THEFT PLAIN - PETTY ($950 & UNDER),31,M,931,,,,34.0494,-118.2599,207710
6/5/2017,2017,2,6,23,2,1900,121,"RAPE, FORCIBLE",44,F,728,ELEVATOR,,,34.0495,-118.2529,207710
6/6/2017,2017,2,6,23,3,1815,220,ATTEMPTED ROBBERY,60,M,124,BUS STOP,207,OTHER KNIFE,34.0459,-118.2545,207710
6/7/2017,2017,2,6,23,4,750,624,BATTERY - SIMPLE ASSAULT,62,M,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0458,-118.2614,207710
6/9/2017,2017,2,6,23,6,2017,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",58,M,101,STREET,,,34.0462,-118.2585,207710
6/15/2017,2017,2,6,24,5,1425,761,BRANDISH WEAPON,33,M,121,YARD (RESIDENTIAL/BUSINESS),204,FOLDING KNIFE,34.0502,-118.254,207710
6/16/2017,2017,2,6,24,6,345,440,THEFT PLAIN - PETTY ($950 & UNDER),41,M,101,STREET,,,34.0502,-118.254,207710
6/25/2017,2017,2,6,26,1,1230,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,109,PARK/PLAYGROUND,512,MACE/PEPPER SPRAY,34.0502,-118.254,207710
6/25/2017,2017,2,6,26,1,1230,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,109,PARK/PLAYGROUND,512,MACE/PEPPER SPRAY,34.0502,-118.254,207710
6/26/2017,2017,2,6,26,2,935,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0462,-118.2628,207710
6/27/2017,2017,2,6,26,3,1225,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,M,101,STREET,207,OTHER KNIFE,34.0487,-118.2588,207710
6/27/2017,2017,2,6,26,3,1755,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.0491,-118.2558,207710
6/30/2017,2017,2,6,26,6,350,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,27,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2553,207710
8/8/2017,2017,3,8,32,3,130,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,102,SIDEWALK,207,OTHER KNIFE,34.0462,-118.2585,207710
8/22/2017,2017,3,8,34,3,350,210,ROBBERY,46,M,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0473,-118.2601,207710
8/23/2017,2017,3,8,34,4,2350,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,835,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0509,-118.2585,207710
8/29/2017,2017,3,8,35,3,300,624,BATTERY - SIMPLE ASSAULT,66,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.254,207710
8/7/2016,2016,3,8,33,1,1955,210,ROBBERY,18,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,207502
8/7/2016,2016,3,8,33,1,800,624,BATTERY - SIMPLE ASSAULT,33,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0537,-118.2558,207502
9/14/2016,2016,3,9,38,4,300,440,THEFT PLAIN - PETTY ($950 & UNDER),58,M,101,STREET,,,34.0488,-118.2518,207502
11/17/2016,2016,4,11,47,5,200,440,THEFT PLAIN - PETTY ($950 & UNDER),58,F,101,STREET,,,34.0488,-118.2518,207502
3/3/2017,2017,1,3,9,6,1450,624,BATTERY - SIMPLE ASSAULT,35,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,207502
3/20/2017,2017,1,3,12,2,500,624,BATTERY - SIMPLE ASSAULT,17,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,207502
3/23/2017,2017,1,3,12,5,300,440,THEFT PLAIN - PETTY ($950 & UNDER),28,F,101,STREET,,,34.0488,-118.2518,207502
5/28/2017,2017,2,5,22,1,2245,121,"RAPE, FORCIBLE",37,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0519,-118.2531,207502
7/23/2017,2017,3,7,30,1,2330,440,THEFT PLAIN - PETTY ($950 & UNDER),59,M,102,SIDEWALK,,,34.0503,-118.2504,207502
8/7/2016,2016,3,8,33,1,1945,624,BATTERY - SIMPLE ASSAULT,58,M,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,34.0531,-118.3941,269100
8/7/2016,2016,3,8,33,1,2000,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,53,F,301,GAS STATION,212,BOTTLE,34.2012,-118.4738,127400
9/21/2016,2016,3,9,39,4,1730,624,BATTERY - SIMPLE ASSAULT,67,M,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2012,-118.4749,127400
6/6/2017,2017,2,6,23,3,800,624,BATTERY - SIMPLE ASSAULT,43,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2091,-118.4741,127400
