LONGITUDE,LATITUDE,OBJECTID_left,SOURCE,EXT_ID,CAT1,CAT2,CAT3,ORG_NAME,NAME,ADDRLN1,ADDRLN2,CITY,STATE,HOURS,PHONES,EMAIL,URL,INFO1,INFO2,POST_ID,DESCRIPTION,ZIP,LINK,USE_TYPE,DATE_UPDATED,DIS_STATUS,POINT_X,POINT_Y,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID_right,Shape_STAr,Shape_STLe,X_Center,Y_Center
-118.24419015580385,34.043384556890999,97696834,211,,Social Services,Homeless Shelters and Services,,www.lampcommunity.org,Lamp Community,526 S San Pedro St,,Los Angeles,CA,,"Service/Intake (213) 488-0031,  Service/Intake and Administration (213) 488-9559,  FAX (213) 270-9060",,www.lampcommunity.org,,,3156,"The agency provides homeless support services and shelter for adults who have chronic mental illness and who are in Skid Row and downtown Los Angeles, including people who are undocumented or who have developmental disabilities or a dual diagnosis of mental illness and substance abuse.",90013,http://egis3.lacounty.gov/lms/?p=3156,publish,2017-10-16T14:57:24.000Z,,6487694.42278455,1838258.7332079,POINT (-118.2441901558038 34.043384556891),691,206300,06037206300,2063.00,693,6637586.94434,13167.1657338,6487985.0,1837432.0
-118.033587456898886,33.975838037579386,97627593,211,,Social Services,Homeless Shelters and Services,,,Women's And Children's Crisis Shelter,13305 Penn St,,Whittier,CA,"Monday through Sunday, 24 hours per day. ","Administrative (562) 945-3937,  Service/Intake and Hotline (562) 945-3939",,,,,2460,The agency provides domestic violence services for low-income victims of intimate partner domestic violence and their children from all areas of Los Angeles County.,90602,http://egis3.lacounty.gov/lms/?p=2460,publish,2013-06-01T11:50:56.000Z,,6551487.00779755,1813589.03090698,POINT (-118.0335874568989 33.97583803757939),1954,501504,06037501504,5015.04,1956,8025089.35352,12471.3376889,6550451.0,1814833.0
-118.034802057164782,33.978558966965693,97680872,211,,Social Services,Homeless Shelters and Services,,,St. Matthias Episcopal Church,7056 S. Washington Ave.,,Whittier,CA,"Monday, Friday, 12:00 noon to 4:00pm; Tuesday, Wednesday, Thursday, 9:00am to 4:00pm. ",Service/Intake and Administration (562) 698-9741,,,,,58885,"The church provides emergency food, holiday assistance and homeless support services to anyone in Whittier and surrounding areas.",90602,http://egis3.lacounty.gov/lms/?p=58885,publish,2013-06-01T11:50:56.000Z,,6551119.09744413,1814579.35963498,POINT (-118.0348020571648 33.97855896696569),1954,501504,06037501504,5015.04,1956,8025089.35352,12471.3376889,6550451.0,1814833.0
-118.141947956497688,34.157453986422261,97628513,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Door Of Hope,669 N. Los Robles Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day.",,,www.doorofhope.us,,,4100,The Agency Provides Christian-Oriented Transitional Housing For Two-Parent Families With Up To Four Children 10 Years And Younger.  Families Must Be Highly-Motivated To Improve Their Situation And To Become Self-Sufficient.  There Are No Geographic Restr,91101,http://egis3.lacounty.gov/lms/?p=4100,publish,2010-11-01T19:50:56.000Z,,6518726.66780655,1879711.20935789,POINT (-118.1419479564977 34.15745398642226),1748,461901,06037461901,4619.01,1750,9445688.89551,13422.0568426,6516630.0,1878625.0
-118.186544656091428,34.021068876699381,97628515,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Scadp - Casa Libre Residential Services,1055 S. Eastman Ave.,,Los Angeles,CA,,,,www.scadp.org,,,4102,"The Agency Provides Domestic Violence Services Targeted To Tanf Recipients, Hiv/Aids. Services, Residential Treatment For Substance Abuse,Substance Abuse Services And Youth Services For People Of All Ages In Los Angeles County.",90023,http://egis3.lacounty.gov/lms/?p=4102,publish,2010-11-01T19:50:56.000Z,,6505142.6821793,1830100.21277957,POINT (-118.1865446560914 34.02106887669938),1955,531301,06037531301,5313.01,1957,8530227.50195,15266.7726888,6506446.0,1830345.0
-118.28808175541279,33.739378407716501,97628516,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Wecan House,505 S. Pacific Ave.,,San Pedro,CA,,,,www.jointefforts.org,,,4103,"The Agency Provides Drug Abuse Services, Family Life Education, A Transitional Shelter, And Welfare-To-Work Support Services To People In The South Bay, Harbor Gateway And Long Beach Areas.  Age And Geographic Restrictions Apply For Some Services.",90731,http://egis3.lacounty.gov/lms/?p=4103,publish,2010-11-01T19:50:56.000Z,,6474080.68852913,1727659.22507665,POINT (-118.2880817554128 33.7393784077165),75,296600,06037296600,2966.00,76,9063985.26855,12269.8715611,6472776.0,1727812.0
-118.288082455380589,33.73937767762515,97679144,211,,Social Services,Homeless Shelters and Services,,www.jointefforts.org,Joint Efforts Inc,505 S Pacific Ave,,San Pedro,CA,,"FAX (310) 831-2356,  TDD (310) 831-6948,  Service/Intake and Administration (310) 831-2358",,www.jointefforts.org,,,57357,"The agency provides substance abuse services to people in the South Bay, Harbor Gateway and Long Beach areas.",90731,http://egis3.lacounty.gov/lms/?p=57357,publish,2013-06-01T11:50:56.000Z,,6474080.47494689,1727658.95998532,POINT (-118.2880824553806 33.73937767762515),75,296600,06037296600,2966.00,76,9063985.26855,12269.8715611,6472776.0,1727812.0
-118.291581156173137,33.736158247308666,97687995,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Harbor Interfaith Services,670 W 9Th St,,San Pedro,CA,"Monday through Friday, 10:00am to 4:00pm. ",Service/Intake (310) 831-0589,,www.lahsa.org,,,71674,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90731,http://egis3.lacounty.gov/lms/?p=71674,publish,2010-11-01T11:50:56.000Z,,6473013.31861664,1726490.38358231,POINT (-118.2915811561731 33.73615824730867),75,296600,06037296600,2966.00,76,9063985.26855,12269.8715611,6472776.0,1727812.0
-118.12464905654582,34.149850456680774,97628520,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,"Serra Project, The",1245 E. Walnut St.,Ste. 106,Pasadena,CA,,,,www.serraproject.org,,,4107,The Agency Provides Housing Services And Transitional Shelter For Men And Women With Children Who Have Aids. Or Are Hiv Positive In Los Angeles County.,91106,http://egis3.lacounty.gov/lms/?p=4107,publish,2010-11-01T19:50:56.000Z,,6523956.68949872,1876937.20834422,POINT (-118.1246490565458 34.14985045668077),1741,462302,06037462302,4623.02,1743,7526001.5459,11249.4879027,6523301.0,1876646.0
-118.129818056340085,34.149480967251939,97679366,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Pasadena,1000 E. Walnut St.,,Pasadena,CA,"Monday through Friday, 9:00am to 11:30am. ","Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425",,www.salvationarmy-socal.org,,,57515,"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena.",91106,http://egis3.lacounty.gov/lms/?p=57515,publish,2013-06-01T11:50:56.000Z,,6522392.59092088,1876804.72402914,POINT (-118.1298180563401 34.14948096725194),1741,462302,06037462302,4623.02,1743,7526001.5459,11249.4879027,6523301.0,1876646.0
-118.192735656820545,33.89643595757228,97628525,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Homeless Shelter For Women And Children,4513 E. Compton Blvd.,,Compton,CA,"Monday through Thursday, 8:00am to 12:00 noon",,,www.cwroshelter.org,,,4150,The Agency Provides Shelter For Homeless Single Women And Women With Children Who Are In Los Angeles County.  The Shelter May Assist Women Who Have Mental/Emotional Problems; The Shelter Is Also Accessible For Women Who Use Wheelchairs.,90221,http://egis3.lacounty.gov/lms/?p=4150,publish,2010-11-01T19:50:56.000Z,,6503179.69102655,1784747.21982431,POINT (-118.1927356568205 33.89643595757228),1255,542104,06037542104,5421.04,1257,6590714.98535,11302.8260122,6503822.0,1786349.0
-118.136099956206792,34.169273816415007,97628526,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Urdc Human Services Corporation - Casa Maria,691 E. Washington Blvd.,,Pasadena,CA,,,,www.urdchsc.org,,,4151,The Agency Provides Shelter For Homeless Women Age 18 And Older Who Have A History Of Substance Abuse And Who Are In Pasadena.,91104,http://egis3.lacounty.gov/lms/?p=4151,publish,2010-11-01T19:50:56.000Z,,6520501.69279981,1884010.20961815,POINT (-118.1360999562068 34.16927381641501),1779,461501,06037461501,4615.01,1781,10808339.0908,13680.9728594,6520165.0,1885793.0
-118.493772955516164,34.02738888655896,97628527,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Upward Bound - Family Place,1020 12Th St.,,Santa Monica,CA,,,,www.upwardboundhouse.org,,,4152,The Agency Provides Transitional Shelter For Homeless Families With Children In West Los Angeles County.  Services Are Restricted To Santa Monica And West Los Angeles Residents.,90403,http://egis3.lacounty.gov/lms/?p=4152,publish,2010-11-01T19:50:56.000Z,,6412056.69020206,1832715.20951806,POINT (-118.4937729555162 34.02738888655896),432,701501,06037701501,7015.01,433,6646394.92871,12368.1106484,6413070.0,1832991.0
-118.493773555839169,34.027388046575666,97686853,211,,Social Services,Homeless Shelters and Services,,,Upward Bound House - Family Place,1020 12Th Ct,,Santa Monica,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (310) 458-7779, Shelter/Case Managers Referral Service/Intake (310) 458-7779 Ext.211, Shelter/Case Managers-Program Manager Service/Intake (310) 458-7779 Ext.212, Shelter/Case Managers Referral Service/Intake (310) 458-77",,www.upwardboundhouse.org,,,70925,The agency provides shelter for homeless families with children.,90403,http://egis3.lacounty.gov/lms/?p=70925,publish,2010-11-01T11:50:56.000Z,,6412056.50680347,1832714.90472865,POINT (-118.4937735558392 34.02738804657567),432,701501,06037701501,7015.01,433,6646394.92871,12368.1106484,6413070.0,1832991.0
-117.772774157436416,34.051143247556567,97628528,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Foothill Family Shelter,1501 W. 9Th St.,Ste. D,Upland,CA,"Monday through Sunday, 9:00am to 6:00pm.",,,www.foothillfamilyshelter.org,,,4153,The Agency Provides Transitional Shelter For Homeless Families With Children.  It Is Not An Emergency Shelter.,91786,http://egis3.lacounty.gov/lms/?p=4153,publish,2010-11-01T19:50:56.000Z,,6630500.65980931,1841070.22135131,POINT (-117.7727741574364 34.05114324755657),2265,402402,06037402402,4024.02,2267,57569860.9883,43755.5422481,6625660.0,1841996.0
-118.265789455954277,34.057538506698478,97628529,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,La Posada,375 S. Columbia Ave.,,Los Angeles,CA,Window Service Hours,,,www.neweconomicsforwomen.org,,,4154,The Agency Provides Transitional Shelter For Single Women With A Child Or Pregnant With Their First Child.,90017,http://egis3.lacounty.gov/lms/?p=4154,publish,2010-11-01T19:50:56.000Z,,6481164.68059473,1843426.21204615,POINT (-118.2657894559543 34.05753850669848),1207,209104,06037209104,2091.04,1209,753009.132813,3841.17499833,6480985.0,1844025.0
-118.194127856119806,33.783388777613098,97678094,211,,Social Services,Homeless Shelters and Services,,www.lbrm.org,Long Beach Rescue Mission,1335 Pacific Ave,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (562) 591-1292, Long Beach Multi-Service Center Service/Intake (562) 733-1147,  FAX (562) 216-7667",,www.lbrm.org,,,56479,"The agency provides emergency food, shelter, clothing, counsel, spiritually-based adult rehabilitation transitional housing programs.",90813,http://egis3.lacounty.gov/lms/?p=56479,publish,2013-06-01T11:50:56.000Z,,6502677.73960264,1743607.33524072,POINT (-118.1941278561198 33.7833887776131),79,575401,06037575401,5754.01,80,9580217.62305,12588.8704397,6500991.0,1744662.0
-118.488089055960742,34.013875966464568,97678128,211,,Social Services,Homeless Shelters and Services,,www.opcc.org,Ocean Park Community Center - Access Center,503 Olympic Blvd.,,Santa Monica,CA,"Monday, Wednesday, Thursday, and Friday, 9:00am to 5:00pm; Tuesday, 1:00pm to 5:00pm; and Saturday, 9:00am to 11:00am. ","Volunteer Coordinator Administrative (310) 450-4050 Ext.131, Shelter Referral Service/Intake (310) 450-4050",,www.opcc.org,,,56594,"The agency administers a variety of services including counseling, clothing, emergency food, homeless support services, shelter and volunteer opportunities for people who live in the Santa Monica and West Los Angeles areas.",90401,http://egis3.lacounty.gov/lms/?p=56594,publish,2013-06-01T11:50:56.000Z,,6413755.02473189,1827789.23347764,POINT (-118.4880890559607 34.01387596646457),341,701902,06037701902,7019.02,342,18473757.9463,17292.4275392,6412108.0,1827789.0
-118.48909105585021,34.013653966955445,97678133,211,,Social Services,Homeless Shelters and Services,,www.opcc.org,Ocean Park Community Center - Samoshel,505 Olympic Blvd.,,Santa Monica,CA,"Monday through Sunday, 24 hours per day. ","Shelter Referral Service/Intake (310) 450-4050, Homeless Support Svcs Info Service/Intake (310) 581-9825",,www.opcc.org,,,56595,"The agency administers a variety of services including counseling, clothing, emergency food, homeless support services, shelter and volunteer opportunities for people who live in the Santa Monica and West Los Angeles areas.",90401,http://egis3.lacounty.gov/lms/?p=56595,publish,2013-06-01T11:50:56.000Z,,6413450.97809589,1827709.92031606,POINT (-118.4890910558502 34.01365396695545),341,701902,06037701902,7019.02,342,18473757.9463,17292.4275392,6412108.0,1827789.0
-118.494661056259986,34.011040967003474,97678532,211,,Social Services,Homeless Shelters and Services,,www.opcc.net,Daybreak Center,1614 Ocean Ave.,,Santa Monica,CA,,"Service/Intake (310) 393-4344, Volunteer Coordinator Service/Intake (310) 393-6045",,www.opcc.net,,,56930,"The agency provides advocacy, emergency food, holiday assistance, homeless support services, mental health services for mentally ill women, shelter and volunteer opportunities primarily in West Los Angeles and Santa Monica area.",90401,http://egis3.lacounty.gov/lms/?p=56930,publish,2013-06-01T11:50:56.000Z,,6411758.31973581,1826767.26832998,POINT (-118.49466105626 34.01104096700347),341,701902,06037701902,7019.02,342,18473757.9463,17292.4275392,6412108.0,1827789.0
-118.492416055882771,34.0145319669777,97679320,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Santa Monica,1533 4th St.,,Santa Monica,CA,,"Service/Intake (310) 917-1138,  FAX (310) 394-7398",,www.salvationarmy-socal.org,,,57497,"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless.",90401,http://egis3.lacounty.gov/lms/?p=57497,publish,2013-06-01T11:50:56.000Z,,6412444.90792955,1828034.35798739,POINT (-118.4924160558828 34.0145319669777),341,701902,06037701902,7019.02,342,18473757.9463,17292.4275392,6412108.0,1827789.0
-118.600859055627481,34.197261966356997,97678218,211,,Social Services,Homeless Shelters and Services,,,Catholic Charities Of Los Angeles - Guadalupe Community Center,21600 Hart St.,,Canoga Park,CA,"Monday through Friday, 9:00am to 8:30pm. ","Service/Intake and Administration (818) 340-2050, Older Adults services Service/Intake (818) 340-5100",,,,,56642,"The agency is a community center which provides adult education, early childhood education, emergency food (through its Loaves and Fishes IV program), employment services for refugees, holiday assistance, youth recreation programs and senior programs for people in a specific area of the San Fernando Valley.",91303,http://egis3.lacounty.gov/lms/?p=56642,publish,2013-06-01T11:50:56.000Z,,6379979.39182398,1894710.77384689,POINT (-118.6008590556275 34.197261966357),419,134520,06037134520,1345.20,420,10410480.7705,13162.3982812,6380438.0,1894757.0
-118.25667015586437,33.938145287207405,97678364,211,,Social Services,Homeless Shelters and Services,,www.wlcac.org,Watts Labor Community Action Committee - Homeless Access Center,958 E 108Th St,,Los Angeles,CA,,Access Center and Shelter Service/Intake (323) 563-4721,,www.wlcac.org,,,56802,"The agency provides a homeless support services access center and shelter services, primarily for families who live in Los Angeles zip code 90059.",90059,http://egis3.lacounty.gov/lms/?p=56802,publish,2013-06-01T11:50:56.000Z,,6483815.89674897,1799969.52008832,POINT (-118.2566701558644 33.9381452872074),1135,240800,06037240800,2408.00,1137,6872449.43555,13530.5828676,6482472.0,1800575.0
-118.258033456278056,33.938264967197725,97685054,,,Social Services,Homeless Shelters and Services,,Access Center (WLCAC Access Center for Homeless Services), Access Center (WLCAC Access Center for Homeless Services),958 E. 108th Street,,Los Angeles ,CA ,,"(323) 563 - 4721
",,,,,68583,,90064,http://egis3.lacounty.gov/lms/?p=68583,publish,2013-04-25T16:24:38.000Z,,6483402.48648655,1800014.13285998,POINT (-118.2580334562781 33.93826496719772),1135,240800,06037240800,2408.00,1137,6872449.43555,13530.5828676,6482472.0,1800575.0
-118.222590055947293,34.052047966646633,97678368,211,,Social Services,Homeless Shelters and Services,,www.jovenesinc.org,Jovenes Inc - La Posada Shelter,1320 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (323) 260-8035,,www.jovenesinc.org,,,56804,The agency provides a multipurpose center which offers a variety of services for people who are in the Los Angeles area.,90033,http://egis3.lacounty.gov/lms/?p=56804,publish,2013-06-01T11:50:56.000Z,,6494245.01204555,1841396.31617156,POINT (-118.2225900559473 34.05204796664663),1211,206032,06037206032,2060.32,1213,10581111.5752,13671.4805877,6493599.0,1839581.0
-118.223082056644984,34.046631967218573,97678631,211,,Social Services,Homeless Shelters and Services,,www.proyectopastoral.org,Guadalupe Homeless Project/Cem,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 2:00pm to 5:00am. ","Men's Shelter Service/Intake (323) 881-0031, Community in Action/CEM Service/Intake (323) 881-0032",,www.proyectopastoral.org,,,57005,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=57005,publish,2013-06-01T11:50:56.000Z,,6494091.60487205,1839425.66361681,POINT (-118.223082056645 34.04663196721857),1211,206032,06037206032,2060.32,1213,10581111.5752,13671.4805877,6493599.0,1839581.0
-118.227871056642272,34.048870967229242,97678635,211,,Social Services,Homeless Shelters and Services,,www.proyectopastoral.org,Proyecto Pastoral At Dolores Mission,135 N. Mission Rd.,,Los Angeles,CA,,"Thrift Store Service/Intake (323) 881-0017, Community In Action/CEM Service/Intake (323) 881-0019,  Service/Intake and Administration (323) 881-0018,  FAX (323) 268-7228",,www.proyectopastoral.org,,,57006,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=57006,publish,2013-06-01T11:50:56.000Z,,6492642.71210055,1840243.73153448,POINT (-118.2278710566423 34.04887096722924),1211,206032,06037206032,2060.32,1213,10581111.5752,13671.4805877,6493599.0,1839581.0
-118.22281105652614,34.052605966511656,97680078,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Jovenes, Inc.",1208 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 260-8035,,www.lahsa.org,,,58189,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58189,publish,2013-06-01T11:50:56.000Z,,6494178.51841214,1841599.53098823,POINT (-118.2228110565261 34.05260596651166),1211,206032,06037206032,2060.32,1213,10581111.5752,13671.4805877,6493599.0,1839581.0
-118.223082056644984,34.046631967218573,97680081,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Proyecto Pastoral At Dolores Mission,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Exterior of LADOT Bus Lay-Over Zone       Northeast Corner       Vignes St. and Cesar Chavez       Los Angeles, CA 90012       4:00pm  ",Men's Shelter Service/Intake and Administration (323) 881-0032,,www.lahsa.org,,,58192,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58192,publish,2013-06-01T11:50:56.000Z,,6494091.60487205,1839425.66361681,POINT (-118.223082056645 34.04663196721857),1211,206032,06037206032,2060.32,1213,10581111.5752,13671.4805877,6493599.0,1839581.0
-118.478322055915868,33.998085966856785,97678384,211,,Social Services,Homeless Shelters and Services,,www.stjosephctr.org,St. Joseph Center,204 Hampton Dr.,,Venice,CA,"Monday through Friday, 9:00am to 5:00pm. ","Homeless Service Center Information Only (310) 399-6878, MAP Program Service/Intake (310) 396-6556,  Service/Intake and Administration (310) 396-6468,  FAX (310) 392-8402, Culinary Training Service/Intake (310) 450-9095,  Service/Intake (310) 396-6468 Ext",,www.stjosephctr.org,,,56820,The agency provides a variety of emergency and ongoing programs to assist low-income and homeless individuals and families in the West Los Angeles area.,90291,http://egis3.lacounty.gov/lms/?p=56820,publish,2013-06-01T11:50:56.000Z,,6416687.5460978,1822028.76730831,POINT (-118.4783220559159 33.99808596685678),603,273300,06037273300,2733.00,605,6155887.2793,11235.8926856,6418534.0,1821100.0
-118.477423855913131,33.998136306810807,97680619,211,,Social Services,Homeless Shelters and Services,,catholiccharitiesla.org,Catholic Charities Of Los Angeles - St. Robert's Center,211 3Rd Ave,,Venice,CA,,Service/Intake and Administration (310) 392-8701,,,,,58643,"The center provides emergency food, information and referral for residents of Santa Monica, Venice, LAX Airport, West Los Angeles, Beverly Hills, and Culver City areas, including Malibu, Topanga, Pacific Palisades, Brentwood and Bel Air.",90291,http://egis3.lacounty.gov/lms/?p=58643,publish,2013-06-01T11:50:56.000Z,,6416959.88183922,1822045.79253672,POINT (-118.4774238559131 33.99813630681081),603,273300,06037273300,2733.00,605,6155887.2793,11235.8926856,6418534.0,1821100.0
-118.466430056198249,34.000822966702401,97678388,211,,Social Services,Homeless Shelters and Services,,www.stjosephctr.org,St. Joseph Center - Homeless Service Center,404 S. Lincoln Blvd.,,Venice,CA,,Homeless Program Service/Intake (310) 399-6878,,www.stjosephctr.org,,,56823,The agency provides a variety of emergency and ongoing programs to assist low-income and homeless individuals and families in the West Los Angeles area.,90291,http://egis3.lacounty.gov/lms/?p=56823,publish,2013-06-01T11:50:56.000Z,,6420296.69111048,1823007.8677123,POINT (-118.4664300561982 34.0008229667024),488,273100,06037273100,2731.00,489,12655430.0156,15466.6109602,6422307.0,1823970.0
-118.291424056234902,33.735030967566409,97678460,211,,Social Services,Homeless Shelters and Services,,www.harborinterfaith.org,Harbor Interfaith Family Shelter Program,663 W. 10th St.,,San Pedro,CA,"Monday through Sunday, 24 hours per day. ",Shelter Service/Intake (310) 831-0589,,www.harborinterfaith.org,,,56892,"The agency provides advocacy services, emergency food, employment services, information and referral and shelter for people who live in the South Bay area.",90731,http://egis3.lacounty.gov/lms/?p=56892,publish,2013-06-01T11:50:56.000Z,,6473059.89627938,1726079.99529548,POINT (-118.2914240562349 33.73503096756641),23,296902,06037296902,2969.02,24,5282901.06934,11982.864722,6471778.0,1725876.0
-118.148649056274493,34.13874896713947,97678579,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station - Adult Center,412 Raymond Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (626) 240-4550,,www.unionstationhs.org,,,56960,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91105,http://egis3.lacounty.gov/lms/?p=56960,publish,2013-06-01T11:50:56.000Z,,6516689.31164506,1872907.04875365,POINT (-118.1486490562745 34.13874896713947),1739,463602,06037463602,4636.02,1741,9984013.75488,12758.1959355,6517521.0,1873656.0
-118.133424056549686,34.157959966391232,97678581,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station Family Center,825 E. Orange Grove Blvd.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (626) 240-4550,,www.unionstationhs.org,,,56961,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91104,http://egis3.lacounty.gov/lms/?p=56961,publish,2013-06-01T11:50:56.000Z,,6521305.6557588,1879891.81234315,POINT (-118.1334240565497 34.15795996639123),1789,462100,06037462100,4621.00,1791,11236030.2188,13716.9603985,6520224.0,1881875.0
-118.146796556338785,34.128332537211016,97678582,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station's Shelter Intake - Passageways,1020 S Arroyo Pkwy,,Pasadena,CA,,Shelter Intake/Referral Service/Intake (626) 403-4888,,www.unionstationhs.org,,,56962,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91105,http://egis3.lacounty.gov/lms/?p=56962,publish,2013-06-01T11:50:56.000Z,,6517244.33973446,1869115.49859397,POINT (-118.1467965563388 34.12833253721102),1824,464000,06037464000,4640.00,1826,33854929.916,26456.9945135,6519497.0,1868764.0
-118.301205056487902,34.098263967097985,97678705,211,,Social Services,Homeless Shelters and Services,,,Hope Again,5121 Sunset Blvd.,,Los Angeles,CA,,"FAX (323) 661-6172,  Service/Intake and Administration (323) 661-4004",,,,,57051,The agency provides case management and shelter for people in Los Angeles County.,90027,http://egis3.lacounty.gov/lms/?p=57051,publish,2013-06-01T11:50:56.000Z,,6470481.99723572,1858277.17020506,POINT (-118.3012050564879 34.09826396709799),1398,190520,06037190520,1905.20,1400,2625881.61328,6612.05771198,6469693.0,1858889.0
-118.469299056468572,34.232021966013306,97678838,211,,Social Services,Homeless Shelters and Services,,www.nvcsinc.org,North Valley Caring Services Inc,15453 Rayen St.,,North Hills,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake (818) 891-0481,  FAX (818) 830-2007",,www.nvcsinc.org,,,57148,"The agency provides education services, emergency food, holiday assistance, homeless support services and recreational programs for people who live in North Hills.",91343,http://egis3.lacounty.gov/lms/?p=57148,publish,2013-06-01T11:50:56.000Z,,6419819.93254955,1907148.66006032,POINT (-118.4692990564686 34.23202196601331),532,117405,06037117405,1174.05,533,2172364.80664,5943.24036508,6419537.0,1907774.0
-118.028569056954453,34.143962967185089,97678893,211,,Social Services,Homeless Shelters and Services,,,Arcadia Welfare And Thrift Shop,323 N. First St.,,Arcadia,CA,"Monday through Friday, 9:00am to 4:30pm ","Thrift Shop Service/Intake (626) 447-2881,  Service/Intake (626) 447-6864",,,,,57177,"The agency provides emergency food, financial assistance, household goods, motel vouchers, personal goods and thrift shops for people in Arcadia, including people who are homeless.",91006,http://egis3.lacounty.gov/lms/?p=57177,publish,2013-06-01T11:50:56.000Z,,6553025.91679323,1874772.48924848,POINT (-118.0285690569545 34.14396296718509),1735,430801,06037430801,4308.01,1737,18401585.6855,17780.5050439,6553797.0,1872580.0
-118.345106055855865,33.894522967204807,97678905,211,,Social Services,Homeless Shelters and Services,,www.hoy-southbay.org,House Of Yahweh,4046 W. Marine Ave.,,Lawndale,CA,"Monday through Saturday, 9:00am to 3:30pm. ","Thrift Shop Service/Intake (310) 644-9301,  Administrative (310) 675-1384, Shelter or Food Intake Service/Intake (310) 675-6412",,,,,57180,"The agency provides emergency food, homeless support services, personal goods, shelter and thrift shops for individuals and families who are in crisis and who live in the South Bay and Southwest areas of Los Angeles County.",90260,http://egis3.lacounty.gov/lms/?p=57180,publish,2013-06-01T11:50:56.000Z,,6456936.67393272,1784174.7508249,POINT (-118.3451060558559 33.89452296720481),641,603802,06037603802,6038.02,643,6790503.37402,10519.0736169,6456006.0,1782890.0
